"id","response"
11248704898,"Mobile app or website"
11248164514,"Mobile app or website"
11239041530,"Mobile app or website"
11238077963,"Mobile app or website"
11231679765,"Mobile app or website"
11215609540,"Mobile app or website"
11215559561,"Mobile app or website"
11212618775,"Mobile app or website"
11211717848,"Mobile app or website"
11208627585,"Mobile app or website"
11188216657,"Mobile app or website"
11181279818,"Mobile app or website"
11170108737,"Mobile app or website"
11166893092,"Mobile app or website"
11166474867,"Mobile app or website"
11161813510,"Mobile app or website"
11156698544,"Mobile app or website"
11140621270,"Mobile app or website"
11137570486,"Mobile app or website"
11136798812,"Mobile app or website"
11135778856,"Mobile app or website"
11135727852,"Mobile app or website"
11135122023,"Mobile app or website"
11135022253,"Mobile app or website"
11134769709,"Mobile app or website"
11134691787,"Mobile app or website"
11134549629,"Mobile app or website"
11134504342,"Mobile app or website"
11111974827,"Mobile app or website"
11105188699,"Mobile app or website"
11065588769,"Mobile app or website"
11062688483,"Mobile app or website"
11057923056,"Mobile app or website"
11044478649,"Mobile app or website"
11014798443,"Mobile app or website"
10985275093,"Mobile app or website"
10932820377,"Mobile app or website"
10922773382,"Mobile app or website"
10893828061,"Mobile app or website"
10889700541,"Mobile app or website"
10877565497,"Mobile app or website"
10876510380,"Mobile app or website"
10875526461,"Mobile app or website"
10875462742,"Mobile app or website"
10874749577,"Mobile app or website"
10872582813,"Mobile app or website"
10872131442,"Mobile app or website"
10870148985,"Mobile app or website"
10865633390,"Mobile app or website"
10860535252,"Mobile app or website"
10860154215,"Mobile app or website"
10857243738,"Mobile app or website"
10855896441,"Mobile app or website"
10851063447,"Mobile app or website"
10849354793,"Mobile app or website"
10849063157,"Mobile app or website"
10847964940,"Mobile app or website"
10847737322,"Mobile app or website"
10847253946,"Mobile app or website"
10844664050,"Mobile app or website"
10844578211,"Mobile app or website"
10844260968,"Mobile app or website"
10843816117,"Mobile app or website"
10843815732,"Mobile app or website"
10843259075,"Mobile app or website"
10843006971,"Mobile app or website"
10842274754,"Mobile app or website"
10841078256,"Mobile app or website"
