"id","Most important selection criteria - Criteria","Second most important selection criteria - Criteria","Third most important selection criteria - Criteria"
10256517627,"Format (flower, vape, edibles, etc)","Quality","Cost/Price"
10256255317,"THC Content","Cost/Price","Quality"
10253887260,"THC Content","CBD Content","Cost/Price"
10253880474,"THC Content","CBD Content","Cost/Price"
10253880384,"Cost/Price","CBD Content","THC Content"
10250278548,"THC Content","Cost/Price","Favorite Strain"
10249664681,"Favorite Strain","Cost/Price","THC Content"
10247538120,"Cost/Price","THC Content","Quality"
10247119003,"THC Content","Cost/Price","Format (flower, vape, edibles, etc)"
10246614299,"Cost/Price","Quality","THC Content"
10246287865,"Cost/Price","THC Content","Favorite Strain"
10243585697,"THC Content","Quality","Favorite Strain"
10240742122,"Quality","Cost/Price","Format (flower, vape, edibles, etc)"
10240299203,"CBD Content","THC Content","Other cannabinoids and terpenes"
10235638327,"Quality","Favorite Strain","Format (flower, vape, edibles, etc)"
10235412173,"THC Content","Quality","Cost/Price"
10233946587,"Favorite Strain","Quality","THCa"
10233496428,"Quality","Cost/Price","THCa"
10233315156,"CBD Content","THC Content","Cost/Price"
10233142044,"Other cannabinoids and terpenes","Cost/Price","Quality"
10232619769,"THC Content","Cost/Price","Quality"
10232561621,"CBD Content","THC Content","Other cannabinoids and terpenes"
10232009660,"Quality","Cost/Price","THC Content"
10231654493,"Favorite Strain","THCa","THC Content"
10231320543,"CBD Content","THC Content","Other cannabinoids and terpenes"
10231291558,"Other cannabinoids and terpenes","Format (flower, vape, edibles, etc)","Quality"
10230407442,"THC Content","Cost/Price","Quality"
10230353468,"CBD Content","THC Content","Other cannabinoids and terpenes"
10230249825,"Favorite Strain","THC Content","Cost/Price"
10230246660,"Quality","Format (flower, vape, edibles, etc)","THC Content"
10230225971,"Quality","Cost/Price","Format (flower, vape, edibles, etc)"
10230119752,"Quality","THC Content","CBD Content"
10229924394,"Format (flower, vape, edibles, etc)","Cost/Price","Quality"
10229782200,"THC Content","CBD Content","Format (flower, vape, edibles, etc)"
10229749100,"THC Content","Format (flower, vape, edibles, etc)","Quality"
10229707932,"Quality","Cost/Price","Format (flower, vape, edibles, etc)"
10229687684,"CBD Content","THC Content","Format (flower, vape, edibles, etc)"
10229685334,"Format (flower, vape, edibles, etc)","Favorite Strain","Cost/Price"
10229670320,"Format (flower, vape, edibles, etc)","Favorite Strain","CBD Content"
10229623103,"THC Content","Other cannabinoids and terpenes","Quality"
10229595919,"THC Content","CBD Content","Format (flower, vape, edibles, etc)"
10229590537,"Format (flower, vape, edibles, etc)","THC Content","Other cannabinoids and terpenes"
10229494604,"Quality","Format (flower, vape, edibles, etc)","THC Content"
10229404289,"THC Content","THC Content","THC Content"
10229395392,"Format (flower, vape, edibles, etc)","Quality","Cost/Price"
10229308968,"Favorite Strain","Quality","Format (flower, vape, edibles, etc)"
10226660268,"THC Content","CBDa","CBD Content"
10225562804,"Cost/Price","THC Content","Format (flower, vape, edibles, etc)"
10224212235,"THC Content","CBD Content","Cost/Price"
10223907822,"Quality","Format (flower, vape, edibles, etc)","Cost/Price"
10223638652,"Quality","Format (flower, vape, edibles, etc)","Other cannabinoids and terpenes"
10221468980,"THC Content","Favorite Strain","Cost/Price"
10220475020,"THC Content","CBD Content","Format (flower, vape, edibles, etc)"
10219430081,"Quality","Favorite Strain","Cost/Price"
10219185284,"Quality","THC Content","Cost/Price"
10218514481,"Format (flower, vape, edibles, etc)","THC Content","Cost/Price"
10218215849,"THCa","THC Content","Favorite Strain"
10218173945,"CBD Content","THC Content","Quality"
10217868533,"Favorite Strain","THC Content","Quality"
10217376832,"Favorite Strain","THC Content","Cost/Price"
10215597692,"THC Content","CBD Content","Quality"
10214065327,"CBD Content","THC Content","Quality"
10213991849,"CBD Content","CBD Content","CBD Content"
10213810911,"Cost/Price","Quality","THC Content"
10213102321,"Favorite Strain","THC Content","Quality"
10212670183,"Quality","Format (flower, vape, edibles, etc)","Favorite Strain"
10211611510,"Cost/Price","Quality","THC Content"
10211434776,"Favorite Strain","THC Content","Cost/Price"
10211274731,"THC Content","Quality","Cost/Price"
10211143094,"Format (flower, vape, edibles, etc)","THC Content","Cost/Price"
10210916402,"CBD Content","Quality","Format (flower, vape, edibles, etc)"
10210882547,"Quality","THC Content","Cost/Price"
10210751776,"THC Content","Cost/Price","Quality"
10210640265,"THC Content","Cost/Price","Quality"
10210561964,"Cost/Price","Quality","THC Content"
10210067913,"CBD Content","THC Content","Quality"
10208286844,"Format (flower, vape, edibles, etc)","Quality","THC Content"
10207891021,"Cost/Price","Quality","Other cannabinoids and terpenes"
10207729722,"THC Content","Format (flower, vape, edibles, etc)","CBD Content"
10206473134,"Format (flower, vape, edibles, etc)","Quality","THC Content"
10205960203,"Format (flower, vape, edibles, etc)","Quality","Cost/Price"
10203397138,"Cost/Price","THC Content","Quality"
10199505748,"Format (flower, vape, edibles, etc)","THCa","Quality"
10198838490,"Other cannabinoids and terpenes","THC Content","CBD Content"
10198548060,"THC Content","Quality","Cost/Price"
10196676245,"THC Content","Quality","Format (flower, vape, edibles, etc)"
10196553108,"THCa","THC Content","Cost/Price"
10196435492,"Quality","Favorite Strain","Other cannabinoids and terpenes"
10196363510,"Cost/Price","Format (flower, vape, edibles, etc)","THC Content"
10195755785,"THC Content","CBD Content","Cost/Price"
10194559499,"Quality","Format (flower, vape, edibles, etc)","THC Content"
10194507000,"Format (flower, vape, edibles, etc)","Quality","Cost/Price"
10194494769,"THC Content","CBD Content","Quality"
10194157007,"Other cannabinoids and terpenes","Format (flower, vape, edibles, etc)","Quality"
10192853887,"THC Content","Format (flower, vape, edibles, etc)","Favorite Strain"
10192575549,"Format (flower, vape, edibles, etc)","Favorite Strain","Quality"
10192490652,"Favorite Strain","Cost/Price","Format (flower, vape, edibles, etc)"
10192058859,"Cost/Price","CBD Content","THC Content"
10192041422,"THC Content","Other cannabinoids and terpenes","Format (flower, vape, edibles, etc)"
10191915115,"Format (flower, vape, edibles, etc)","THC Content","CBD Content"
10191743884,"THC Content","Cost/Price","Favorite Strain"
10191634878,"THC Content","Quality","Favorite Strain"
10191618664,"THC Content","Quality","Cost/Price"
10191616641,"THC Content","Quality","Favorite Strain"
10191499790,"THC Content","Quality","CBD Content"
10191486164,"THC Content","CBD Content","Cost/Price"
10191237902,"Cost/Price","Quality","THC Content"
10190711176,"CBD Content","THC Content","Other cannabinoids and terpenes"
10190392230,"Format (flower, vape, edibles, etc)","CBD Content","THC Content"
10189186912,"Cost/Price","Format (flower, vape, edibles, etc)","THC Content"
10188835145,"Quality","Format (flower, vape, edibles, etc)","THC Content"
10188821355,"THC Content","CBD Content","Quality"
10188733674,"Format (flower, vape, edibles, etc)","CBD Content","Cost/Price"
10188650039,"Favorite Strain","THC Content","Other cannabinoids and terpenes"
10188601839,"Cost/Price","Quality","Other cannabinoids and terpenes"
10188521969,"CBD Content","THC Content","Format (flower, vape, edibles, etc)"
10188478016,"Favorite Strain","THC Content","CBD Content"
10188408371,"Quality","",""
10188255992,"THCa","THC Content","Format (flower, vape, edibles, etc)"
10187862055,"Cost/Price","THC Content","Format (flower, vape, edibles, etc)"
10187571266,"Quality","Cost/Price","Other cannabinoids and terpenes"
10187563095,"Quality","Cost/Price","Format (flower, vape, edibles, etc)"
10187399811,"Quality","THC Content","CBD Content"
10187293378,"THC Content","CBD Content","THCa"
10186789647,"THCa","CBD Content","Quality"
10186736515,"CBD Content","Other cannabinoids and terpenes","THC Content"
10186281148,"Quality","THC Content","Cost/Price"
10186078923,"Quality","Format (flower, vape, edibles, etc)","THC Content"
10185410224,"Cost/Price","CBD Content","Quality"
10184855403,"Other cannabinoids and terpenes","Quality","Format (flower, vape, edibles, etc)"
10184422610,"Cost/Price","CBD Content","Format (flower, vape, edibles, etc)"
10183761350,"Favorite Strain","Format (flower, vape, edibles, etc)","Quality"
10182871285,"CBD Content","THC Content","Other cannabinoids and terpenes"
10182158425,"Format (flower, vape, edibles, etc)","THC Content","Cost/Price"
10180903610,"Favorite Strain","Quality","Other cannabinoids and terpenes"
10180666815,"THC Content","Quality","Cost/Price"
10180657381,"THC Content","Cost/Price","Quality"
10180645404,"CBD Content","THC Content","Cost/Price"
10180291383,"Quality","THC Content","Cost/Price"
10179920502,"THC Content","Quality","Cost/Price"
10179881172,"Quality","THC Content","Cost/Price"
10179714310,"Format (flower, vape, edibles, etc)","Quality","Cost/Price"
10179669534,"Quality","Format (flower, vape, edibles, etc)","Other cannabinoids and terpenes"
10179657355,"Format (flower, vape, edibles, etc)","Quality","Favorite Strain"
10179433467,"Quality","THC Content","CBD Content"
10179330306,"Format (flower, vape, edibles, etc)","THC Content","Cost/Price"
10179092808,"Cost/Price","Quality","Format (flower, vape, edibles, etc)"
10178952613,"Quality","THC Content","Format (flower, vape, edibles, etc)"
10178911098,"THC Content","Favorite Strain","Other cannabinoids and terpenes"
10178863429,"Quality","THC Content","Cost/Price"
10178573973,"Cost/Price","CBD Content","THC Content"
10178566386,"Format (flower, vape, edibles, etc)","THC Content","CBD Content"
10178504083,"Quality","Cost/Price","Format (flower, vape, edibles, etc)"
10178427378,"Favorite Strain","Cost/Price","THC Content"
10177861134,"Favorite Strain","THC Content","Cost/Price"
10177087872,"THC Content","Other cannabinoids and terpenes","Quality"
10176933598,"Cost/Price","Quality","Favorite Strain"
10176860687,"Format (flower, vape, edibles, etc)","Cost/Price","Quality"
10176802981,"Format (flower, vape, edibles, etc)","THC Content","Cost/Price"
10176705221,"CBD Content","THC Content","Quality"
10176582087,"THC Content","Cost/Price","Favorite Strain"
10176527440,"THCa","Quality","Favorite Strain"
10176318815,"Other cannabinoids and terpenes","THC Content","CBD Content"
10176279610,"Quality","THC Content","CBD Content"
10176250797,"Favorite Strain","THC Content","Cost/Price"
10176219723,"THC Content","Cost/Price","Quality"
10175389238,"Favorite Strain","Format (flower, vape, edibles, etc)","Cost/Price"
10175275460,"THC Content","CBD Content","Quality"
10175028993,"THC Content","Other cannabinoids and terpenes","Quality"
10174913763,"THC Content","CBD Content","THCa"
10174392415,"THC Content","Format (flower, vape, edibles, etc)","Cost/Price"
10174294235,"THC Content","Quality","CBD Content"
10174148051,"THC Content","Cost/Price","Quality"
10173431235,"THC Content","Cost/Price","Quality"
10172671024,"Quality","THC Content","Cost/Price"
10172560254,"Quality","Format (flower, vape, edibles, etc)","Cost/Price"
10172221711,"THC Content","Quality","Cost/Price"
10171907859,"Format (flower, vape, edibles, etc)","Quality","THC Content"
10171863955,"Quality","Favorite Strain","Other cannabinoids and terpenes"
10171829091,"THC Content","Format (flower, vape, edibles, etc)","Cost/Price"
10171770881,"Cost/Price","THC Content","Quality"
10171532408,"Quality","CBD Content","Format (flower, vape, edibles, etc)"
10171530553,"THC Content","Cost/Price","Favorite Strain"
10171522285,"THC Content","Format (flower, vape, edibles, etc)","Quality"
10170370957,"THC Content","CBD Content","THCa"
10170264544,"Quality","Cost/Price","Other cannabinoids and terpenes"
10170193335,"THC Content","Cost/Price","Format (flower, vape, edibles, etc)"
10168795326,"THC Content","Cost/Price","Other cannabinoids and terpenes"
10168741975,"THC Content","Quality","Cost/Price"
10168703624,"Cost/Price","Quality","Format (flower, vape, edibles, etc)"
10168633491,"THC Content","Quality","Cost/Price"
10168596483,"Quality","THC Content","Cost/Price"
10168553663,"Quality","Cost/Price","THC Content"
10168169939,"Quality","THC Content","Cost/Price"
10168000728,"CBD Content","THC Content","Cost/Price"
10167813084,"THC Content","Quality","Cost/Price"
10167716036,"Cost/Price","THC Content","Quality"
10167632552,"CBD Content","CBD Content","Quality"
10167417222,"Favorite Strain","Format (flower, vape, edibles, etc)","Other cannabinoids and terpenes"
10167303076,"THC Content","Cost/Price","Format (flower, vape, edibles, etc)"
10167130854,"Favorite Strain","THC Content","Quality"
10166956961,"Quality","Cost/Price","THC Content"
10166941347,"Other cannabinoids and terpenes","Quality","Format (flower, vape, edibles, etc)"
10166791366,"THC Content","Cost/Price","Quality"
10166785910,"CBD Content","Quality","Cost/Price"
10166774106,"Cost/Price","THC Content","Quality"
10166738513,"THC Content","Favorite Strain","Quality"
10166704081,"Quality","THC Content","CBD Content"
10166676707,"Favorite Strain","THC Content","Quality"
10166619682,"Quality","Format (flower, vape, edibles, etc)","CBD Content"
10166567441,"CBD Content","THC Content","Format (flower, vape, edibles, etc)"
10166549801,"THC Content","Other cannabinoids and terpenes","Cost/Price"
10166521631,"CBD Content","THC Content","Cost/Price"
10166518301,"THC Content","Quality","Format (flower, vape, edibles, etc)"
10166513618,"THC Content","Quality","Cost/Price"
10166497491,"Quality","Favorite Strain","Cost/Price"
10166425536,"Cost/Price","THC Content","CBD Content"
10166265569,"THC Content","Quality","Cost/Price"
10166135661,"CBD Content","THC Content","Quality"
10166125436,"Quality","Format (flower, vape, edibles, etc)",""
10166114652,"THC Content","Cost/Price","Format (flower, vape, edibles, etc)"
10166095333,"Quality","Cost/Price","Format (flower, vape, edibles, etc)"
10166087981,"Quality","THC Content","CBD Content"
10166070277,"THC Content","Favorite Strain","Other cannabinoids and terpenes"
10165633718,"THC Content","CBD Content","Quality"
10165361462,"Cost/Price","THC Content","CBD Content"
10164959655,"Quality","Favorite Strain","Cost/Price"
10164915493,"Cost/Price","Other cannabinoids and terpenes","Quality"
10164798083,"Quality","CBD Content","Other cannabinoids and terpenes"
10164556386,"Quality","Cost/Price","THC Content"
10164188167,"Quality","Favorite Strain","Format (flower, vape, edibles, etc)"
10164134618,"THC Content","CBD Content","Format (flower, vape, edibles, etc)"
10163869931,"THC Content","CBD Content","CBDa"
10163740738,"THC Content","CBD Content","Cost/Price"
10163300389,"Favorite Strain","THC Content","CBD Content"
10163162820,"Quality","CBD Content","THC Content"
10163112692,"THC Content","CBD Content","Format (flower, vape, edibles, etc)"
10162070194,"THC Content","CBD Content","Cost/Price"
10161752939,"Cost/Price","THC Content","Other cannabinoids and terpenes"
10160586191,"CBD Content","THC Content","Cost/Price"
10160356483,"Format (flower, vape, edibles, etc)","THC Content","CBD Content"
10160136536,"THC Content","Cost/Price","Quality"
10160094020,"Quality","THC Content","CBDa"
10159981972,"Quality","Format (flower, vape, edibles, etc)","THCa"
10159689338,"Format (flower, vape, edibles, etc)","THC Content","Quality"
10159485373,"Quality","Other cannabinoids and terpenes","Cost/Price"
10158941676,"THC Content","Favorite Strain","Cost/Price"
10158853744,"Quality","Cost/Price","THC Content"
10158359541,"THC Content","Quality","Cost/Price"
10158222964,"Quality","Format (flower, vape, edibles, etc)","Cost/Price"
10157400539,"CBD Content","Other cannabinoids and terpenes","THC Content"
10157258093,"Favorite Strain","THC Content","Cost/Price"
10157075071,"Quality","THC Content","THC Content"
10157054455,"Cost/Price","Format (flower, vape, edibles, etc)","Quality"
10156749143,"Cost/Price","Quality","Format (flower, vape, edibles, etc)"
10156731649,"THC Content","CBD Content","Quality"
10156543135,"Other cannabinoids and terpenes","Cost/Price","Quality"
10156521325,"THC Content","Quality","Cost/Price"
10156516032,"THC Content","Quality","Cost/Price"
10156505734,"Quality","THC Content","Cost/Price"
10156488891,"Favorite Strain","THC Content","Cost/Price"
10156466084,"THC Content","Other cannabinoids and terpenes","Quality"
10156427369,"Quality","Cost/Price","Other cannabinoids and terpenes"
10156164985,"THC Content","Cost/Price","Quality"
10155895979,"Format (flower, vape, edibles, etc)","Favorite Strain","Quality"
10155131414,"Quality","Cost/Price","THC Content"
10154976508,"Quality","Cost/Price","Other cannabinoids and terpenes"
10154763373,"Cost/Price","CBD Content","THC Content"
10154740794,"CBD Content","THCa","THCa"
10153982482,"Cost/Price","Quality","Favorite Strain"
10153928489,"Format (flower, vape, edibles, etc)","Quality","Favorite Strain"
10153874491,"CBD Content","Cost/Price","Format (flower, vape, edibles, etc)"
10153797292,"THC Content","Format (flower, vape, edibles, etc)","Cost/Price"
10153739906,"Cost/Price","Quality","THC Content"
10153580627,"Quality","THC Content","CBD Content"
10153507665,"CBD Content","THC Content","Other cannabinoids and terpenes"
10153479989,"THCa","Other cannabinoids and terpenes","Cost/Price"
10153403072,"Favorite Strain","THC Content","Other cannabinoids and terpenes"
10152987696,"Quality","Favorite Strain","Cost/Price"
10152934544,"Format (flower, vape, edibles, etc)","THC Content","Cost/Price"
10152847985,"THC Content","CBD Content","Favorite Strain"
10152846051,"Quality","Format (flower, vape, edibles, etc)","THC Content"
10152780535,"CBD Content","Format (flower, vape, edibles, etc)","Cost/Price"
10152754819,"THC Content","Cost/Price","Favorite Strain"
10152080971,"THCa","Cost/Price","Format (flower, vape, edibles, etc)"
10152074391,"Favorite Strain","Format (flower, vape, edibles, etc)","THC Content"
10151593500,"THC Content","CBD Content","Other cannabinoids and terpenes"
10151592531,"Quality","Cost/Price","THC Content"
10151540038,"THC Content","Quality","Format (flower, vape, edibles, etc)"
10151425971,"Cost/Price","THC Content","Quality"
10150959951,"Cost/Price","THC Content","CBD Content"
10149690562,"Quality","THC Content","CBD Content"
10149612681,"Quality","THC Content","Cost/Price"
10149452852,"THC Content","Cost/Price","Quality"
10149116440,"Favorite Strain","THC Content","Format (flower, vape, edibles, etc)"
10148937663,"Cost/Price","Quality","Format (flower, vape, edibles, etc)"
10148289731,"Quality","THC Content","CBD Content"
10147353916,"Quality","THC Content","Format (flower, vape, edibles, etc)"
10147285271,"Format (flower, vape, edibles, etc)","Favorite Strain","Cost/Price"
10147209030,"THC Content","CBD Content","Cost/Price"
10147185169,"Cost/Price","CBD Content","Format (flower, vape, edibles, etc)"
10147173145,"THC Content","Favorite Strain","Cost/Price"
10147172908,"Cost/Price","THCa","CBDa"
10146296373,"THC Content","Cost/Price","Quality"
10146273078,"Format (flower, vape, edibles, etc)","Favorite Strain","Cost/Price"
10146235500,"THC Content","Other cannabinoids and terpenes","Quality"
10146160169,"Format (flower, vape, edibles, etc)","Cost/Price","Quality"
10146146224,"THC Content","Quality","Cost/Price"
10146124602,"Quality","CBD Content","Cost/Price"
10146039671,"THC Content","Cost/Price","Favorite Strain"
10145906026,"THC Content","Quality","Cost/Price"
10145856040,"Quality","Favorite Strain","Format (flower, vape, edibles, etc)"
10145627229,"THC Content","CBD Content","Quality"
10145589686,"Quality","THC Content","Cost/Price"
10145567578,"Other cannabinoids and terpenes","Cost/Price","THC Content"
10145514597,"Quality","Favorite Strain","THC Content"
10145264898,"THC Content","CBD Content","Other cannabinoids and terpenes"
10145264541,"Format (flower, vape, edibles, etc)","Quality","THC Content"
10145094441,"THC Content","Quality","Cost/Price"
10144788354,"Quality","Format (flower, vape, edibles, etc)","THC Content"
10144768270,"THC Content","CBD Content","Cost/Price"
10144588236,"Quality","Format (flower, vape, edibles, etc)","Cost/Price"
10144541871,"Quality","Cost/Price","THC Content"
10144534987,"THC Content","Quality","Cost/Price"
10144506582,"THC Content","Cost/Price","Quality"
10144486255,"Cost/Price","Quality","THC Content"
10144481063,"THC Content","Cost/Price","Format (flower, vape, edibles, etc)"
10144348609,"Format (flower, vape, edibles, etc)","Other cannabinoids and terpenes","Cost/Price"
10143929046,"Favorite Strain","THC Content","Other cannabinoids and terpenes"
10143906427,"THC Content","Format (flower, vape, edibles, etc)","Cost/Price"
10143866911,"THC Content","Quality","Favorite Strain"
10143858890,"Cost/Price","Format (flower, vape, edibles, etc)","THC Content"
10143785163,"Cost/Price","Quality","CBD Content"
10143691454,"Quality","THC Content","CBD Content"
10143614917,"THC Content","Quality","Cost/Price"
10143284849,"Other cannabinoids and terpenes","CBD Content","THC Content"
10143278634,"Format (flower, vape, edibles, etc)","Quality","Cost/Price"
10143179433,"THCa","Favorite Strain","Format (flower, vape, edibles, etc)"
10143136866,"THC Content","Cost/Price","Quality"
10143109892,"Quality","Format (flower, vape, edibles, etc)","Cost/Price"
10143088122,"Format (flower, vape, edibles, etc)","THC Content","Cost/Price"
10143077190,"Cost/Price","THC Content","Favorite Strain"
10143056609,"Cost/Price","Format (flower, vape, edibles, etc)","Favorite Strain"
10143041238,"Other cannabinoids and terpenes","CBD Content","Favorite Strain"
10143029353,"THC Content","Cost/Price","Quality"
10142993231,"Format (flower, vape, edibles, etc)","Other cannabinoids and terpenes","Favorite Strain"
10142966617,"Quality","Format (flower, vape, edibles, etc)","Cost/Price"
10142950045,"Quality","Cost/Price","Other cannabinoids and terpenes"
10142947535,"Format (flower, vape, edibles, etc)","Quality","Cost/Price"
10142940938,"Format (flower, vape, edibles, etc)","CBD Content","THCa"
10142868860,"THC Content","Cost/Price","CBDa"
10142861804,"Format (flower, vape, edibles, etc)","Cost/Price","CBD Content"
10142795363,"Format (flower, vape, edibles, etc)","CBD Content","THC Content"
10142762492,"Quality","Cost/Price","CBD Content"
10142756565,"THC Content","Cost/Price","Quality"
