"id","Smoke flower","Vape flower","Vape cartridges","Edibles (e.g. gummies, chocolate, lozenges, beverages, cooking oils, etc.)","Concentrates (e.g. rosin, shatter, wax, hash, kief)","Tinctures","Salves/topicals","Transdermal patches","Suppositories","Capsules"
11250528880,"","","","201- 500 mg","","","","I don't know how much I use per week","",""
11250243595,"","","","I don't know how much I use per week","","","","","",""
11249871277,"","","","","","","","","",""
11249860217,"","","","26-50 mg","","","","","","5 mg"
11239041530,"","","","I don't know how much I use per week","","","","","",""
11238671751,"","","","","","","","","","201- 500 mg"
11232533197,"","","","6-25 mg","","","","","",""
11226611149,"","","","","","","","","",""
11215609540,"","","","None","","","","None","",""
11166474867,"","","","","","","","","",""
11141027225,"","","","6-25 mg","","","","","","6-25 mg"
11135054998,"","","","I don't know how much I use per week","","","","","",""
11061509902,"","","","501-1000 mg","","","","","","101-200 mg"
11057923056,"","","","","","","","","",""
11050438627,"","","","","","","","","",""
10985275093,"","","","I don't know how much I use per week","","","","None","","None"
10932820377,"","","","","","","","","",""
10872131442,"","","","101-200 mg","","","","","",""
10865633390,"","","","1000+ mg","","","","","",""
10860535252,"","","","6-25 mg","","","","","",""
10841078256,"","","","I don't know how much I use per week","","","","","",""
10834416742,"","","","201- 500 mg","","","","","",""
10834249218,"","","","","","","","","",""
10831898832,"","","","","","","","","",""
10822621750,"","","","","","","","","",""
10813811475,"","","","I don't know how much I use per week","","","","","",""
10667384979,"","","","I don't know how much I use per week","","","","","",""
10595615049,"","","","101-200 mg","","","","I don't know how much I use per week","","I don't know how much I use per week"
10584760225,"","","","","","","","","",""
10583372838,"","","","101-200 mg","","","","None","None","51-100 mg"
10577642085,"","","","","","","","","",""
10570146744,"","","","1000+ mg","","","","","",""
10568865766,"","","","","","","","","501-1000 mg",""
11009295893,"","","","","","","","","",""
10974652472,"","","","I don't know how much I use per week","","","","I don't know how much I use per week","",""
10580166038,"","","","101-200 mg","","","","","",""
10868495105,"","","","201- 500 mg","","","","","","201- 500 mg"
10684698263,"","","","","","","","","",""
11250741921,"","","","1000+ mg","","","","","",""
11249989922,"","","","","","","","","","501-1000 mg"
11249911719,"","","","1000+ mg","","","","","",""
11249421052,"","","","","","","","","",""
11239077222,"","","","101-200 mg","","","","I don't know how much I use per week","",""
11238774708,"","","","26-50 mg","","","","","",""
11238685800,"","","","201- 500 mg","","","","51-100 mg","",""
11238558967,"","","","1000+ mg","","","","","201- 500 mg",""
11231679765,"","","","501-1000 mg","","","","","",""
11220644956,"","","","","","","","","",""
11215559561,"","","","None","","","","","",""
11212784708,"","","","","","","","","",""
11211717848,"","","","501-1000 mg","","","","I don't know how much I use per week","","None"
11166893092,"","","","6-25 mg","","","","6-25 mg","",""
11164232720,"","","","1000+ mg","","","","","","201- 500 mg"
11148362084,"","","","5 mg","","","","","",""
11141987359,"","","","","","","","","",""
11137625236,"","","","26-50 mg","","","","","",""
11135317065,"","","","5 mg","","","","","",""
11134769709,"","","","","","","","","",""
11134691787,"","","","51-100 mg","","","","","",""
11111974827,"","","","","","","","","",""
11064470565,"","","","","","","","","",""
11064360862,"","","","26-50 mg","","","","","",""
11064342543,"","","","","","","","","",""
11062688483,"","","","","","","","","",""
11061878386,"","","","","","","","","",""
11045739846,"","","","1000+ mg","","","","","",""
11044478649,"","","","None","","","","","",""
11034650778,"","","","","","","","","",""
11033502369,"","","","I don't know how much I use per week","","","","","",""
11014798443,"","","","1000+ mg","","","","","","1000+ mg"
11006369538,"","","","","","","","","",""
11003496788,"","","","51-100 mg","","","","","",""
10978063065,"","","","I don't know how much I use per week","","","","","",""
10952093942,"","","","26-50 mg","","","","","",""
10893948558,"","","","26-50 mg","","","","","",""
10885623844,"","","","I don't know how much I use per week","","","","","",""
10878751296,"","","","51-100 mg","","","","","",""
10877478788,"","","","","","","","","",""
10875473988,"","","","","","","","","",""
10875462742,"","","","501-1000 mg","","","","","",""
10874749577,"","","","","","","","","",""
10872986638,"","","","I don't know how much I use per week","","","","I don't know how much I use per week","",""
10872649413,"","","","","","","","","",""
10872582813,"","","","I don't know how much I use per week","","","","","",""
10870148985,"","","","201- 500 mg","","","","","",""
10868096498,"","","","","","","","","",""
10867615622,"","","","","","","","","",""
10864981709,"","","","501-1000 mg","","","","","","101-200 mg"
10864944007,"","","","101-200 mg","","","","","",""
10864851918,"","","","I don't know how much I use per week","","","","","",""
10860154215,"","","","I don't know how much I use per week","","","","","",""
10856003172,"","","","6-25 mg","","","","","",""
10849354793,"","","","201- 500 mg","","","","","",""
