"id","chosen"
11249860217,"Army"
11249491628,"Army"
11249421052,"Army"
11248164514,"Army"
11246906361,"Army"
11241395977,"Army"
11239077222,"Army"
11238685800,"Army"
11238558967,"Army"
11238077963,"Army"
11222559871,"Army"
11221636373,"Army"
11214928564,"Army"
11208627585,"Army"
11183903124,"Army"
11166893092,"Army"
11166384877,"Army"
11161813510,"Army"
11156548224,"Army"
11148362084,"Army"
11141987359,"Army"
11141027225,"Army"
11138930846,"Army"
11138400653,"Army"
11138361963,"Army"
11137664485,"Army"
11137652132,"Army"
11137625236,"Army"
11137541759,"Army"
11136798812,"Army"
11135916791,"Army"
11135849827,"Army"
11135466512,"Army"
11135389919,"Army"
11135212674,"Army"
11135151906,"Army"
11135054998,"Army"
11134932854,"Army"
11134926998,"Army"
11134708109,"Army"
11134691787,"Army"
11134572563,"Army"
11134549629,"Army"
11134536706,"Army"
11134531419,"Army"
11134530007,"Army"
11134526749,"Army"
11134508380,"Army"
11134504342,"Army"
11134478610,"Army"
11134452367,"Army"
11134451924,"Army"
11105188699,"Army"
11091792560,"Army"
11065588769,"Army"
11064360862,"Army"
11064342543,"Army"
11062634752,"Army"
11061878386,"Army"
11061509902,"Army"
11054943670,"Army"
11054783496,"Army"
11050438627,"Army"
11045739846,"Army"
11044478649,"Army"
11034650778,"Army"
11033502369,"Army"
11027692007,"Army"
10994464098,"Army"
10978063065,"Army"
10952093942,"Army"
10923325388,"Army"
10908463163,"Army"
10902224469,"Army"
10893948558,"Army"
10893268968,"Army"
10892827041,"Army"
10892190679,"Army"
10889700541,"Army"
10887410730,"Army"
10887363314,"Army"
10886504576,"Army"
10885623844,"Army"
10884768912,"Army"
10883497633,"Army"
10882385979,"Army"
10880798060,"Army"
10879268147,"Army"
10878751296,"Army"
10878422887,"Army"
10877565497,"Army"
10877416704,"Army"
10877375002,"Army"
10876604101,"Army"
10876510380,"Army"
10876485783,"Army"
10876392009,"Army"
10876336346,"Army"
10876100377,"Army"
10876001530,"Army"
10875696093,"Army"
10875530570,"Army"
10875529110,"Army"
10875511603,"Army"
10875473988,"Army"
10875467061,"Army"
10875462742,"Army"
10874749577,"Army"
10872649413,"Army"
10872582813,"Army"
10870148985,"Army"
10867812743,"Army"
10867810520,"Army"
10867615622,"Army"
10867323115,"Army"
10864981709,"Army"
10864900624,"Army"
10864851918,"Army"
10864052390,"Army"
10863841131,"Army"
10859949104,"Army"
10859616580,"Army"
10859079118,"Army"
10857243738,"Army"
10856437127,"Army"
10856302482,"Army"
10855896441,"Army"
10852545455,"Army"
10851677235,"Army"
10851333216,"Army"
10849354793,"Army"
10849214021,"Army"
10848597634,"Army"
10848029491,"Army"
10847964940,"Army"
10847826329,"Army"
10847317503,"Army"
10847312529,"Army"
10847199598,"Army"
10847172551,"Army"
10847151018,"Army"
10847049077,"Army"
10847038072,"Army"
10847010995,"Army"
10847009623,"Army"
10846997868,"Army"
10844664050,"Army"
10844578211,"Army"
10844338129,"Army"
10844291789,"Army"
10844260968,"Army"
10843917537,"Army"
10843875549,"Army"
10843856498,"Army"
10843819934,"Army"
10843810346,"Army"
10843808762,"Army"
10843799997,"Army"
10843797483,"Army"
10842274754,"Army"
10841050682,"Army"
10840899449,"Army"
10840178037,"Army"
10839396047,"Army"
10837914247,"Army"
10837706698,"Army"
10837056649,"Army"
10836382971,"Army"
10836330737,"Army"
10835639035,"Army"
10835578531,"Army"
10834663571,"Army"
10834416742,"Army"
10834053271,"Army"
10833997993,"Army"
10833532176,"Army"
10833417544,"Army"
10832733276,"Army"
10832732691,"Army"
10832483530,"Army"
10832451640,"Army"
10832173617,"Army"
10832128566,"Army"
10832123166,"Army"
10831948842,"Army"
10831929904,"Army"
10831893906,"Army"
10831792008,"Army"
10831669468,"Army"
10831623393,"Army"
10831609109,"Army"
10831397885,"Army"
10830882008,"Army"
10823088016,"Army"
10822875373,"Army"
10822727213,"Army"
10822621750,"Army"
10813811475,"Army"
10802360410,"Army"
10800317244,"Army"
10764443236,"Army"
10763284450,"Army"
10756966241,"Army"
10749570344,"Army"
10716518478,"Army"
10709051382,"Army"
10691181667,"Army"
10686863888,"Army"
10685117930,"Army"
10682649508,"Army"
10681003613,"Army"
10676786628,"Army"
10675806972,"Army"
10675097210,"Army"
10671862630,"Army"
10671153091,"Army"
10670361680,"Army"
10669140575,"Army"
10668597062,"Army"
10668361624,"Army"
10668312322,"Army"
10668135000,"Army"
10667907917,"Army"
10667582585,"Army"
10660833205,"Army"
10660294275,"Army"
10658936778,"Army"
10658741910,"Army"
10658649988,"Army"
10658577550,"Army"
10648772348,"Army"
10622502829,"Army"
10618149896,"Army"
10615243125,"Army"
10609850764,"Army"
10605637047,"Army"
10602936383,"Army"
10598255910,"Army"
10598221024,"Army"
10597419828,"Army"
10585520406,"Army"
10584760225,"Army"
10582003543,"Army"
10581940017,"Army"
10581933788,"Army"
10581447651,"Army"
10580913646,"Army"
10580341387,"Army"
10579927077,"Army"
10579646891,"Army"
10578271769,"Army"
10575849400,"Army"
10575274340,"Army"
10574898510,"Army"
10572546454,"Army"
10572540138,"Army"
10570146744,"Army"
10569704133,"Army"
10569280747,"Army"
10569070427,"Army"
10568865766,"Army"
10566297731,"Army"
11213907729,"Army"
11170278059,"Army"
11151215837,"Army"
11072705197,"Army"
11042816472,"Army"
10978796014,"Army"
10600284760,"Army"
10593696728,"Army"
10583058257,"Army"
10583000127,"Army"
10581571841,"Army"
10760373939,"Army"
10719755952,"Army"
10716623034,"Army"
10647255505,"Army"
10581017097,"Army"
10575479401,"Army"
10574111964,"Army"
10569513731,"Army"
10686658652,"Army"
10684698263,"Army"
11250741921,"Marines"
11250528880,"Marines"
11250243595,"Marines"
11249989922,"Marines"
11249911719,"Marines"
11245529294,"Marines"
11238671751,"Marines"
11231679765,"Marines"
11215609540,"Marines"
11212784708,"Marines"
11170108737,"Marines"
11164232720,"Marines"
11142252658,"Marines"
11140569970,"Marines"
11135990132,"Marines"
11135889511,"Marines"
11135778856,"Marines"
11135570279,"Marines"
11135122023,"Marines"
11134647286,"Marines"
11132638848,"Marines"
11131514317,"Marines"
11111974827,"Marines"
11062688483,"Marines"
11057923056,"Marines"
11030978965,"Marines"
11023090140,"Marines"
11006369538,"Marines"
11003496788,"Marines"
10994464098,"Marines"
10972364151,"Marines"
10932820377,"Marines"
10888170961,"Marines"
10885759801,"Marines"
10879062209,"Marines"
10878214093,"Marines"
10877606410,"Marines"
10877478788,"Marines"
10877194985,"Marines"
10875526461,"Marines"
10875479466,"Marines"
10875458883,"Marines"
10868096498,"Marines"
10864944007,"Marines"
10861388917,"Marines"
10860535252,"Marines"
10844236012,"Marines"
10843815732,"Marines"
10843006971,"Marines"
10843000999,"Marines"
10842274754,"Marines"
10842054674,"Marines"
10834249218,"Marines"
10833790283,"Marines"
10832404058,"Marines"
10832233395,"Marines"
10832133946,"Marines"
10831931418,"Marines"
10822875373,"Marines"
10677560387,"Marines"
10667384024,"Marines"
10667369837,"Marines"
10662496256,"Marines"
10658580372,"Marines"
10658550964,"Marines"
10626251939,"Marines"
10598122285,"Marines"
10596131278,"Marines"
10583893598,"Marines"
10583372838,"Marines"
10580913646,"Marines"
10579927077,"Marines"
10578271769,"Marines"
10575226552,"Marines"
10566881623,"Marines"
10566297731,"Marines"
11186271761,"Marines"
11151215837,"Marines"
11009295893,"Marines"
10974652472,"Marines"
10632499407,"Marines"
10632389881,"Marines"
10628926943,"Marines"
10593527279,"Marines"
10580166038,"Marines"
10580153046,"Marines"
10868495105,"Marines"
10767176517,"Marines"
10758288741,"Marines"
10607782752,"Marines"
11250357688,"Navy"
11248704898,"Navy"
11239200945,"Navy"
11239041530,"Navy"
11238077963,"Navy"
11232533197,"Navy"
11226611149,"Navy"
11220644956,"Navy"
11212618775,"Navy"
11211717848,"Navy"
11181279818,"Navy"
11179999382,"Navy"
11166997346,"Navy"
11166535497,"Navy"
11166474867,"Navy"
11166390085,"Navy"
11164232720,"Navy"
11156698544,"Navy"
11149744263,"Navy"
11148900374,"Navy"
11140621270,"Navy"
11138361963,"Navy"
11137570486,"Navy"
11136795358,"Navy"
11135727852,"Navy"
11135389919,"Navy"
11135380294,"Navy"
11135317065,"Navy"
11135087208,"Navy"
11135019994,"Navy"
11134799419,"Navy"
11134769709,"Navy"
11134443636,"Navy"
11065479544,"Navy"
11054943670,"Navy"
11036310394,"Navy"
11014798443,"Navy"
10985275093,"Navy"
10922773382,"Navy"
10894995749,"Navy"
10893153651,"Navy"
10890414342,"Navy"
10886185272,"Navy"
10876876072,"Navy"
10875944995,"Navy"
10875700450,"Navy"
10875562577,"Navy"
10875507777,"Navy"
10872131442,"Navy"
10867810520,"Navy"
10858082192,"Navy"
10857725293,"Navy"
10856003172,"Navy"
10851063447,"Navy"
10850929741,"Navy"
10849691686,"Navy"
10849063157,"Navy"
10848742483,"Navy"
10847964940,"Navy"
10847737322,"Navy"
10847253946,"Navy"
10847177434,"Navy"
10847076490,"Navy"
10847042555,"Navy"
10846990356,"Navy"
10845744369,"Navy"
10844298162,"Navy"
10844291789,"Navy"
10844223289,"Navy"
10843842634,"Navy"
10843816117,"Navy"
10843803790,"Navy"
10840899449,"Navy"
10834149798,"Navy"
10833972658,"Navy"
10833785776,"Navy"
10833722328,"Navy"
10832343863,"Navy"
10832270581,"Navy"
10832206360,"Navy"
10832200410,"Navy"
10832191551,"Navy"
10832167633,"Navy"
10832133946,"Navy"
10832012122,"Navy"
10831181023,"Navy"
10831158462,"Navy"
10830896942,"Navy"
10830786742,"Navy"
10758753382,"Navy"
10749222846,"Navy"
10726117373,"Navy"
10709051382,"Navy"
10688508584,"Navy"
10675303210,"Navy"
10667398958,"Navy"
10667384979,"Navy"
10665891738,"Navy"
10659841121,"Navy"
10658774056,"Navy"
10614375447,"Navy"
10600857474,"Navy"
10596255014,"Navy"
10595615049,"Navy"
10579835521,"Navy"
10577209087,"Navy"
10576876213,"Navy"
10575282159,"Navy"
10567016644,"Navy"
10566297731,"Navy"
11212805644,"Navy"
11044680699,"Navy"
11037955315,"Navy"
10977935510,"Navy"
10956719648,"Navy"
10598807297,"Navy"
10579551441,"Navy"
10579439505,"Navy"
10699810522,"Navy"
10671009796,"Navy"
10598306507,"Navy"
11249832802,"Air Force"
11241251752,"Air Force"
11238774708,"Air Force"
11236750096,"Air Force"
11222559871,"Air Force"
11215559561,"Air Force"
11188216657,"Air Force"
11150766346,"Air Force"
11137973158,"Air Force"
11136861481,"Air Force"
11136832253,"Air Force"
11135531344,"Air Force"
11135476295,"Air Force"
11135411524,"Air Force"
11135238481,"Air Force"
11135212674,"Air Force"
11135136344,"Air Force"
11135054557,"Air Force"
11135022253,"Air Force"
11134698105,"Air Force"
11134508380,"Air Force"
11134445906,"Air Force"
11129003813,"Air Force"
11102541656,"Air Force"
11100035804,"Air Force"
11076823569,"Air Force"
11064470565,"Air Force"
10975405385,"Air Force"
10902224469,"Air Force"
10900800324,"Air Force"
10893828061,"Air Force"
10886020524,"Air Force"
10880715177,"Air Force"
10878751296,"Air Force"
10877788133,"Air Force"
10875993925,"Air Force"
10875617011,"Air Force"
10875503972,"Air Force"
10875460020,"Air Force"
10872986638,"Air Force"
10865633390,"Air Force"
10860704252,"Air Force"
10860154215,"Air Force"
10847312529,"Air Force"
10847305299,"Air Force"
10847076490,"Air Force"
10847042681,"Air Force"
10847006667,"Air Force"
10844578211,"Air Force"
10844360022,"Air Force"
10844213348,"Air Force"
10844069184,"Air Force"
10843795703,"Air Force"
10843259075,"Air Force"
10841078256,"Air Force"
10836154511,"Air Force"
10835384840,"Air Force"
10834379529,"Air Force"
10834332090,"Air Force"
10832963325,"Air Force"
10832233224,"Air Force"
10832224616,"Air Force"
10832168862,"Air Force"
10831948698,"Air Force"
10831898832,"Air Force"
10831865696,"Air Force"
10831686982,"Air Force"
10830145897,"Air Force"
10822544735,"Air Force"
10808168894,"Air Force"
10762649964,"Air Force"
10706606981,"Air Force"
10685524216,"Air Force"
10685325930,"Air Force"
10677653881,"Air Force"
10668103394,"Air Force"
10667425695,"Air Force"
10661330404,"Air Force"
10624147163,"Air Force"
10622925288,"Air Force"
10604065323,"Air Force"
10598715725,"Air Force"
10591451425,"Air Force"
10589179962,"Air Force"
10577642085,"Air Force"
10575878347,"Air Force"
10575471607,"Air Force"
10575091533,"Air Force"
10568865766,"Air Force"
10566297731,"Air Force"
10991821033,"Air Force"
10965547652,"Air Force"
10598727391,"Air Force"
10659241585,"Air Force"
11249871277,"Coast Guard"
10893671348,"Coast Guard"
10865132242,"Coast Guard"
10577144137,"Coast Guard"
10566297731,"Coast Guard"
10974437681,"Coast Guard"
10625261595,"Coast Guard"
10667647030,"Coast Guard"
10902224469,"Other (please specify)"
10875507777,"Other (please specify)"
10847305299,"Other (please specify)"
10841050682,"Other (please specify)"
10840899449,"Other (please specify)"
10832133946,"Other (please specify)"
10566297731,"Other (please specify)"
10607782752,"Other (please specify)"
