"response","count","percent_responded"
"0","250","44.25"
"10","25","4.42"
"20","25","4.42"
"30","24","4.25"
"100","21","3.72"
"150","21","3.72"
"50","21","3.72"
"200","16","2.83"
"40","15","2.65"
"400","15","2.65"
"300","12","2.12"
"25","9","1.59"
"500","9","1.59"
"60","7","1.24"
"250","6","1.06"
"1000","5","0.88"
"350","5","0.88"
"600","5","0.88"
"700","5","0.88"
"75","5","0.88"
"8","5","0.88"
"1","4","0.71"
"15","4","0.71"
"45","4","0.71"
"55","4","0.71"
"80","4","0.71"
"5","3","0.53"
"70","3","0.53"
"800","3","0.53"
"1500","2","0.35"
"16","2","0.35"
"35","2","0.35"
"7","2","0.35"
"9","2","0.35"
"90","2","0.35"
"1200","1","0.18"
"125","1","0.18"
"140","1","0.18"
"1400","1","0.18"
"160","1","0.18"
"180","1","0.18"
"195","1","0.18"
"2000","1","0.18"
"24","1","0.18"
"28","1","0.18"
"3","1","0.18"
"4","1","0.18"
"44","1","0.18"
"440","1","0.18"
"450","1","0.18"
"46","1","0.18"
"56","1","0.18"
"900","1","0.18"
"On average, how much do you pay (in US dollars) for your medications on a monthly basis out of pocket?","On average, how much do you pay (in US dollars) for your medications on a monthly basis out of pocket?","On average, how much do you pay (in US dollars) for your medications on a monthly basis out of pocket?"
"average = 98.404","average = 98.404","average = 98.404"
