"response","count","percent_responded"
"Heroin","5","62.5"
"Oxycodone","5","62.5"
"Buprenorphine","4","50"
"Morphine","4","50"
"Other opioid analgesics (eg. Vicodin, Daravocet, etc)","4","50"
"Oxycontin","4","50"
"Methadone","3","37.5"
"MS Contin","3","37.5"
"Other (please specify)","1","12.5"
"Have you ever taken any of the following opioids? (Please select all that apply)","Have you ever taken any of the following opioids? (Please select all that apply)","Have you ever taken any of the following opioids? (Please select all that apply)"
