"id","response"
11241395977,"Disabled American Veterans (DAV)"
11208627585,"Disabled American Veterans (DAV)"
11135136344,"Disabled American Veterans (DAV)"
11134549629,"Disabled American Veterans (DAV)"
11064470565,"Disabled American Veterans (DAV)"
11064342543,"Disabled American Veterans (DAV)"
11033502369,"Disabled American Veterans (DAV)"
10972364151,"Disabled American Veterans (DAV)"
10952093942,"Disabled American Veterans (DAV)"
10884768912,"Disabled American Veterans (DAV)"
10878422887,"Disabled American Veterans (DAV)"
10878214093,"Disabled American Veterans (DAV)"
10876485783,"Disabled American Veterans (DAV)"
10876001530,"Disabled American Veterans (DAV)"
10875529110,"Disabled American Veterans (DAV)"
10875462742,"Disabled American Veterans (DAV)"
10875460020,"Disabled American Veterans (DAV)"
10872649413,"Disabled American Veterans (DAV)"
10870148985,"Disabled American Veterans (DAV)"
10860535252,"Disabled American Veterans (DAV)"
10855896441,"Disabled American Veterans (DAV)"
10847312529,"Disabled American Veterans (DAV)"
10847151018,"Disabled American Veterans (DAV)"
10844291789,"Disabled American Veterans (DAV)"
10843000999,"Disabled American Veterans (DAV)"
10842274754,"Disabled American Veterans (DAV)"
10834416742,"Disabled American Veterans (DAV)"
10834379529,"Disabled American Veterans (DAV)"
10833532176,"Disabled American Veterans (DAV)"
10831397885,"Disabled American Veterans (DAV)"
10763284450,"Disabled American Veterans (DAV)"
10677560387,"Disabled American Veterans (DAV)"
10669140575,"Disabled American Veterans (DAV)"
10658580372,"Disabled American Veterans (DAV)"
10624147163,"Disabled American Veterans (DAV)"
10622502829,"Disabled American Veterans (DAV)"
10583893598,"Disabled American Veterans (DAV)"
10581933788,"Disabled American Veterans (DAV)"
10581447651,"Disabled American Veterans (DAV)"
10575849400,"Disabled American Veterans (DAV)"
10767176517,"Disabled American Veterans (DAV)"
11208627585,"Iraq and Afghanistan Veterans of America (IAVA)"
11179999382,"Iraq and Afghanistan Veterans of America (IAVA)"
11064342543,"Iraq and Afghanistan Veterans of America (IAVA)"
11050438627,"Iraq and Afghanistan Veterans of America (IAVA)"
11033502369,"Iraq and Afghanistan Veterans of America (IAVA)"
10952093942,"Iraq and Afghanistan Veterans of America (IAVA)"
10870148985,"Iraq and Afghanistan Veterans of America (IAVA)"
10847312529,"Iraq and Afghanistan Veterans of America (IAVA)"
10847151018,"Iraq and Afghanistan Veterans of America (IAVA)"
10843799997,"Iraq and Afghanistan Veterans of America (IAVA)"
10831792008,"Iraq and Afghanistan Veterans of America (IAVA)"
10658580372,"Iraq and Afghanistan Veterans of America (IAVA)"
10583058257,"Iraq and Afghanistan Veterans of America (IAVA)"
10647255505,"Iraq and Afghanistan Veterans of America (IAVA)"
11241395977,"VFW"
11238774708,"VFW"
11208627585,"VFW"
11179999382,"VFW"
11064342543,"VFW"
11050438627,"VFW"
11033502369,"VFW"
10886020524,"VFW"
10884768912,"VFW"
10878422887,"VFW"
10870148985,"VFW"
10863841131,"VFW"
10847312529,"VFW"
10847049077,"VFW"
10844578211,"VFW"
10844298162,"VFW"
10844291789,"VFW"
10843799997,"VFW"
10835384840,"VFW"
10834416742,"VFW"
10832733276,"VFW"
10831792008,"VFW"
10677560387,"VFW"
10675097210,"VFW"
10622502829,"VFW"
10575849400,"VFW"
11212805644,"VFW"
10956719648,"VFW"
10583000127,"VFW"
10581571841,"VFW"
10767176517,"VFW"
10671009796,"VFW"
10647255505,"VFW"
11208627585,"American Legion"
11179999382,"American Legion"
11050438627,"American Legion"
10952093942,"American Legion"
10886020524,"American Legion"
10878422887,"American Legion"
10878214093,"American Legion"
10876485783,"American Legion"
10876001530,"American Legion"
10875529110,"American Legion"
10860535252,"American Legion"
10851063447,"American Legion"
10847312529,"American Legion"
10847151018,"American Legion"
10847049077,"American Legion"
10843799997,"American Legion"
10842274754,"American Legion"
10834416742,"American Legion"
10834379529,"American Legion"
10833532176,"American Legion"
10675097210,"American Legion"
10671862630,"American Legion"
10668361624,"American Legion"
10667425695,"American Legion"
10583893598,"American Legion"
10579927077,"American Legion"
10575849400,"American Legion"
10767176517,"American Legion"
11238774708,"Wounded Warrior Project"
11208627585,"Wounded Warrior Project"
11134504342,"Wounded Warrior Project"
11033502369,"Wounded Warrior Project"
10952093942,"Wounded Warrior Project"
10870148985,"Wounded Warrior Project"
10860535252,"Wounded Warrior Project"
10842274754,"Wounded Warrior Project"
10832733276,"Wounded Warrior Project"
10831792008,"Wounded Warrior Project"
10583058257,"Wounded Warrior Project"
11208627585,"AMVETS"
11134549629,"AMVETS"
10876001530,"AMVETS"
11212805644,"AMVETS"
11091792560,"Other (please specify)"
10900800324,"Other (please specify)"
10893268968,"Other (please specify)"
10886504576,"Other (please specify)"
10886020524,"Other (please specify)"
10870148985,"Other (please specify)"
10859616580,"Other (please specify)"
10855896441,"Other (please specify)"
10849063157,"Other (please specify)"
10847076490,"Other (please specify)"
10834332090,"Other (please specify)"
10832343863,"Other (please specify)"
10832133946,"Other (please specify)"
10831893906,"Other (please specify)"
10830896942,"Other (please specify)"
10830786742,"Other (please specify)"
10808168894,"Other (please specify)"
10670361680,"Other (please specify)"
10668312322,"Other (please specify)"
10667907917,"Other (please specify)"
10667582585,"Other (please specify)"
10659841121,"Other (please specify)"
10658580372,"Other (please specify)"
10598255910,"Other (please specify)"
