"response","count","percent_responded"
"0","181","32.04"
"50","24","4.25"
"1","19","3.36"
"2","15","2.65"
"100","13","2.3"
"16","13","2.3"
"6","12","2.12"
"13","11","1.95"
"3","11","1.95"
"51","11","1.95"
"11","10","1.77"
"19","10","1.77"
"21","10","1.77"
"26","9","1.59"
"4","9","1.59"
"24","8","1.42"
"7","8","1.42"
"8","8","1.42"
"10","7","1.24"
"17","7","1.24"
"27","7","1.24"
"29","7","1.24"
"49","7","1.24"
"9","7","1.24"
"14","6","1.06"
"20","6","1.06"
"22","6","1.06"
"23","6","1.06"
"30","6","1.06"
"38","6","1.06"
"39","6","1.06"
"25","5","0.88"
"33","5","0.88"
"35","5","0.88"
"48","5","0.88"
"18","4","0.71"
"5","4","0.71"
"52","4","0.71"
"15","3","0.53"
"28","3","0.53"
"32","3","0.53"
"43","3","0.53"
"47","3","0.53"
"64","3","0.53"
"76","3","0.53"
"12","2","0.35"
"34","2","0.35"
"36","2","0.35"
"41","2","0.35"
"42","2","0.35"
"44","2","0.35"
"53","2","0.35"
"57","2","0.35"
"70","2","0.35"
"83","2","0.35"
"99","2","0.35"
"31","1","0.18"
"40","1","0.18"
"45","1","0.18"
"46","1","0.18"
"54","1","0.18"
"55","1","0.18"
"60","1","0.18"
"61","1","0.18"
"63","1","0.18"
"65","1","0.18"
"66","1","0.18"
"69","1","0.18"
"71","1","0.18"
"73","1","0.18"
"77","1","0.18"
"78","1","0.18"
"80","1","0.18"
"81","1","0.18"
"82","1","0.18"
"85","1","0.18"
"87","1","0.18"
"91","1","0.18"
"97","1","0.18"
"98","1","0.18"
"Please rate the severity of the side effects you have faced with prescription medications compared to cannabis treatments:","Please rate the severity of the side effects you have faced with prescription medications compared to cannabis treatments:","Please rate the severity of the side effects you have faced with prescription medications compared to cannabis treatments:"
"average = 20.315","average = 20.315","average = 20.315"
